id,created_at,price,area,street,ward,district,post_date,num_bedroom,num_diningroom,num_kitchen,num_toilet,num_floor,current_floor,direction,street_width
1024,2024-05-12T08:36:14.780257+00:00,3.0,20,Trần Phú,Văn Quán,Hà Đông,2022-02-12 00:00:00,1,0,1,1,7,0,0,0
1025,2024-05-12T08:36:19.890391+00:00,3.4,25,Bà Triệu,Nguyễn Trãi,Hà Đông,2022-02-12 00:00:00,0,0,1,1,7,0,0,0
1026,2024-05-12T08:36:25.539199+00:00,3.7,35,Trần Phú,Mộ Lao,Hà Đông,2022-02-02 00:00:00,0,0,0,0,0,0,0,0
1027,2024-05-12T08:36:29.865106+00:00,3.2,25,Phú Diễn,Phú Diễn,Bắc Từ Liêm,2022-02-02 00:00:00,0,0,1,1,0,0,0,0
1028,2024-05-12T08:36:35.041613+00:00,3.2,30,Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,2022-02-04 00:00:00,0,0,1,0,0,0,0,0
1029,2024-05-12T08:36:38.571931+00:00,4.5,40,Đình Thôn,Mỹ Đình 2,Nam Từ Liêm,2022-02-04 00:00:00,1,1,1,2,0,0,0,0
1030,2024-05-12T08:36:43.921019+00:00,2.9,20,Đường Đặng Phúc Thông,Mỹ Đình 2,Nam Từ Liêm,2022-02-04 00:00:00,0,0,0,1,0,0,0,0
1031,2024-05-12T08:36:49.372647+00:00,3.5,30,Trần Phú,Mộ Lao,Hà Đông,2021-09-17 00:00:00,0,0,1,0,6,0,0,0
1032,2024-05-12T08:36:55.45359+00:00,3.6,30,Tố Hữu,Vạn Phúc,Hà Đông,2021-09-17 00:00:00,1,0,1,0,5,0,0,0
1033,2024-05-12T08:37:00.739845+00:00,3.3,28,Phú Diễn,Phú Diễn,Bắc Từ Liêm,2021-09-17 00:00:00,1,0,1,1,0,0,0,0
1034,2024-05-12T08:37:06.156607+00:00,0.95,20,Dịch Vọng,Dịch Vọng,Cầu Giấy,2021-10-15 00:00:00,0,0,1,0,0,0,0,0
1035,2024-05-12T08:37:10.117297+00:00,3.5,30,Dương Quảng Hàm,Quan Hoa,Cầu Giấy,2021-10-17 00:00:00,0,0,0,1,0,0,0,0
1036,2024-05-12T08:37:15.300796+00:00,3.0,25,Đỗ Đức Dục,Mễ Trì,Nam Từ Liêm,2021-10-15 00:00:00,0,0,1,1,0,0,0,0
1037,2024-05-12T08:37:20.982162+00:00,3.2,45,Đê La Thành,Kim Mã,Ba Đình,2021-10-14 00:00:00,0,0,1,1,0,0,0,0
1038,2024-05-12T08:37:26.664713+00:00,7.0,45,Đội Cấn,Đội Cấn,Ba Đình,2021-10-14 00:00:00,2,0,1,1,0,1,0,0
1039,2024-05-12T08:37:31.305251+00:00,2.5,20,19 Tháng 5,Văn Quán,Hà Đông,2021-11-12 00:00:00,0,0,0,1,0,2,0,0
1040,2024-05-12T08:37:36.868035+00:00,3.3,36,Dương Quảng Hàm,Quan Hoa,Cầu Giấy,2021-11-11 00:00:00,0,0,1,1,0,0,0,0
1041,2024-05-12T08:37:41.387256+00:00,3.2,30,Mỹ Đình,Mỹ Đình 2,Nam Từ Liêm,2021-10-11 00:00:00,0,0,1,0,0,0,Đông Nam,0
1042,2024-05-12T08:37:47.085705+00:00,3.8,30,Xuân La,Xuân La,Tây Hồ,2021-09-17 00:00:00,0,0,1,0,8,0,0,0
1043,2024-05-12T08:37:51.700897+00:00,2.4,28,Phạm Thận Duật,Mai Dịch,Cầu Giấy,2021-09-17 00:00:00,0,0,1,1,0,0,0,0
1044,2024-05-12T08:37:57.206044+00:00,3.8,30,Phạm Văn Đồng,Cổ Nhuế,Bắc Từ Liêm,2021-09-17 00:00:00,0,0,1,0,8,0,0,0
1045,2024-05-12T08:38:03.018763+00:00,3.8,30,Đội Nhân,Xuân Đỉnh,Bắc Từ Liêm,2021-09-17 00:00:00,0,0,1,0,8,0,0,0
1046,2024-05-12T08:38:09.569588+00:00,3.8,30,Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,2021-09-17 00:00:00,0,0,1,0,8,0,0,0
1047,2024-05-12T08:38:15.105196+00:00,3.8,30,Nguyễn Văn Huyên,Nghĩa Đô,Cầu Giấy,2021-09-17 00:00:00,0,0,1,0,8,0,0,0
1048,2024-05-12T08:38:21.209567+00:00,3.6,30,Hạ Mỗ,Đại Mỗ,Nam Từ Liêm,2021-09-17 00:00:00,0,0,1,0,6,0,0,0
1049,2024-05-12T08:38:26.204824+00:00,3.5,35,Chùa Láng,Láng Thượng,Đống Đa,2021-09-19 00:00:00,0,0,1,0,0,0,0,0
1050,2024-05-12T08:38:31.85014+00:00,2.3,28,Mậu Lương,Kiến Hưng,Hà Đông,2021-09-03 00:00:00,0,0,1,0,0,0,0,0
1051,2024-05-12T08:38:37.319001+00:00,3.5,35,Hoàng Hoa Thám,Nguyễn Trãi,Hà Đông,2021-09-07 00:00:00,2,0,1,0,5,0,0,0
1052,2024-05-12T08:38:43.154079+00:00,3.5,28,Hồ Tùng Mậu,Mai Dịch,Cầu Giấy,2021-09-17 00:00:00,0,0,1,0,0,0,0,0
1053,2024-05-12T08:38:48.597305+00:00,3.7,30,Quang Trung,Quang Trung,Hà Đông,2021-09-17 00:00:00,0,0,1,0,7,0,0,0
1054,2024-05-12T08:38:53.35508+00:00,3.2,30,Tố Hữu,Dương Nội,Hà Đông,2021-09-17 00:00:00,0,0,1,0,6,0,0,0
1055,2024-05-12T08:38:57.538371+00:00,2.8,20,Yên Hòa,Yên Hòa,Cầu Giấy,2021-09-25 00:00:00,0,0,1,1,0,0,0,0
1056,2024-05-12T08:39:03.269363+00:00,3.5,28,Cầu Diễn,Phúc Diễn,Bắc Từ Liêm,2021-09-17 00:00:00,1,0,1,0,0,0,0,0
1057,2024-05-12T08:39:07.283954+00:00,2.6,26,Liên Xá,Tân Triều,Thanh Trì,2021-09-03 00:00:00,0,0,1,0,0,0,0,0
1058,2024-05-12T08:39:12.790861+00:00,2.5,24,Dương Quảng Hàm,Quan Hoa,Cầu Giấy,2021-09-29 00:00:00,0,0,1,1,5,1,0,0
1059,2024-05-12T08:39:18.288171+00:00,3.5,25,Tân Triều,Thanh Xuân Nam,Thanh Xuân,2021-10-08 00:00:00,0,0,0,0,0,0,0,0
1060,2024-05-12T08:39:23.155234+00:00,3.0,20,Yên Hòa,Yên Hòa,Cầu Giấy,2021-09-25 00:00:00,0,0,1,1,0,0,0,0
1061,2024-05-12T08:39:29.43211+00:00,3.1,25,Phạm Văn Đồng,Xuân Đỉnh,Bắc Từ Liêm,2021-10-08 00:00:00,0,0,1,0,0,0,0,0
1062,2024-05-12T08:39:34.429898+00:00,3.2,25,Đại La,Trung Văn,Nam Từ Liêm,2021-09-30 00:00:00,2,0,1,0,5,0,0,0
1063,2024-05-12T08:39:39.854941+00:00,1.6,30,Phương Canh,Xuân Phương,Nam Từ Liêm,2021-10-02 00:00:00,0,1,1,1,0,0,0,0
1064,2024-05-12T08:39:45.84754+00:00,2.3,20,Quan Nhân,Nhân Chính,Thanh Xuân,2021-09-30 00:00:00,2,0,0,1,0,0,0,0
1065,2024-05-12T08:39:50.41332+00:00,3.8,20,Nguyễn An Ninh,Tương Mai,Hoàng Mai,2021-10-03 00:00:00,1,0,0,0,2,2,0,0
1066,2024-05-12T08:39:56.144498+00:00,3.2,25,Phạm Văn Đồng,Xuân Đỉnh,Bắc Từ Liêm,2021-10-08 00:00:00,0,0,1,0,0,0,0,0
1067,2024-05-12T08:40:02.056799+00:00,2.7,39,Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,2021-10-08 00:00:00,1,0,1,1,0,0,0,0
1068,2024-05-12T08:40:06.050058+00:00,2.5,25,Liên Xá,Tân Triều,Thanh Trì,2021-10-09 00:00:00,0,0,0,0,0,0,0,0
1069,2024-05-12T08:40:10.825454+00:00,2.6,30,Khương Đình,Khương Đình,Thanh Xuân,2021-10-09 00:00:00,0,0,0,0,0,0,0,0
1070,2024-05-12T08:40:14.82528+00:00,2.5,18,Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,2021-10-10 00:00:00,0,0,1,1,0,0,0,0
1071,2024-05-12T08:40:19.775967+00:00,2.5,36,Phùng Hưng,Phúc La,Hà Đông,2021-10-18 00:00:00,0,0,0,1,0,0,0,0
1072,2024-05-12T08:40:24.795581+00:00,1.9,18,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,2021-10-18 00:00:00,0,0,0,0,0,0,0,0
1073,2024-05-12T08:40:29.692763+00:00,1.7,38,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,2021-10-18 00:00:00,0,0,1,0,0,0,0,0
1074,2024-05-12T08:40:35.610546+00:00,5.0,25,Nguyễn Ngọc Nại,Khương Trung,Thanh Xuân,2021-10-29 00:00:00,1,0,1,0,0,0,0,0
1075,2024-05-12T08:40:42.119562+00:00,2.2,25,Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,2021-11-01 00:00:00,0,0,1,1,5,0,0,0
1076,2024-05-12T08:40:47.252703+00:00,2.9,30,Chiến Thắng,Văn Quán,Hà Đông,2021-11-04 00:00:00,1,0,1,1,0,0,0,0
1077,2024-05-12T08:40:52.144342+00:00,2.4,30,Xuân La,Xuân La,Tây Hồ,2021-11-05 00:00:00,1,0,0,1,0,0,0,0
1078,2024-05-12T08:40:56.339107+00:00,3.8,25,Nguyễn Văn Trỗi,Mộ Lao,Hà Đông,2021-11-06 00:00:00,0,0,1,1,0,0,0,0
1079,2024-05-12T08:41:01.612748+00:00,3.5,40,Hoàng Quốc Việt,Cổ Nhuế,Bắc Từ Liêm,2021-11-03 00:00:00,0,0,0,0,0,0,0,0
1080,2024-05-12T08:41:06.741962+00:00,2.2,17,Lâm Du,Bồ Đề,Long Biên,2021-10-29 00:00:00,0,0,0,1,0,0,0,0
1081,2024-05-12T08:41:11.5207+00:00,3.5,30,Phùng Khoang,Trung Văn,Nam Từ Liêm,2021-10-29 00:00:00,0,0,1,1,0,0,0,0
1082,2024-05-12T08:41:16.412513+00:00,2.8,18,Nguyễn Văn Trỗi,Mộ Lao,Hà Đông,2021-11-12 00:00:00,0,0,0,0,0,0,0,0
1083,2024-05-12T08:41:21.482747+00:00,2.1,15,Yên Phúc,Phúc La,Hà Đông,2021-11-12 00:00:00,0,0,0,2,0,0,0,0
1084,2024-05-12T08:41:25.931982+00:00,3.4,25,Bà Triệu,Nguyễn Trãi,Hà Đông,2021-11-12 00:00:00,0,0,0,0,0,0,0,0
1085,2024-05-12T08:41:31.731671+00:00,3.3,25,Nguyễn Khuyến,Văn Quán,Hà Đông,2021-11-12 00:00:00,0,0,0,0,0,0,0,0
1086,2024-05-12T08:41:35.567922+00:00,2.8,20,Trần Phú,Văn Quán,Hà Đông,2021-11-12 00:00:00,0,0,1,0,7,0,0,0
1087,2024-05-12T08:41:39.085288+00:00,2.7,25,Triều Khúc,Thanh Xuân Nam,Thanh Xuân,2021-11-12 00:00:00,0,0,1,0,0,0,0,0
1088,2024-05-12T08:41:44.364183+00:00,2.8,20,Trần Phú,Văn Quán,Hà Đông,2021-11-12 00:00:00,0,0,1,0,0,0,0,0
1089,2024-05-12T08:41:49.091221+00:00,3.3,25,Nguyễn Khuyến,Văn Quán,Hà Đông,2021-11-12 00:00:00,0,0,1,0,0,0,0,0
1090,2024-05-12T08:41:54.489309+00:00,2.8,20,Nguyễn Văn Trỗi,Mộ Lao,Hà Đông,2021-11-12 00:00:00,0,0,0,0,0,0,0,0
1091,2024-05-12T08:41:59.856958+00:00,2.0,15,Chiến Thắng,Văn Quán,Hà Đông,2021-11-12 00:00:00,0,0,0,2,0,0,0,0
1092,2024-05-12T08:42:04.848885+00:00,2.5,20,Nguyễn Khuyến,Văn Quán,Hà Đông,2021-11-12 00:00:00,0,0,0,3,0,0,0,0
1093,2024-05-12T08:42:10.878048+00:00,6.3,45,Thanh Nhàn,Thanh Nhàn,Hai Bà Trưng,2021-11-12 00:00:00,2,0,1,0,0,0,0,0
1094,2024-05-12T08:42:14.701636+00:00,3.4,25,Nguyễn Văn Trỗi,Mộ Lao,Hà Đông,2021-11-12 00:00:00,0,0,0,1,0,0,0,0
1095,2024-05-12T08:42:19.70135+00:00,4.0,30,Ba La,Phúc La,Hà Đông,2021-11-12 00:00:00,0,0,1,0,0,0,0,0
1096,2024-05-12T08:42:23.956427+00:00,4.2,35,Nguyễn Khuyến,Văn Quán,Hà Đông,2021-11-12 00:00:00,1,0,0,0,0,0,0,0
1097,2024-05-12T08:42:27.637402+00:00,2.5,25,Khương Đình,Khương Đình,Thanh Xuân,2021-11-12 00:00:00,0,0,0,2,0,0,0,0
1098,2024-05-12T08:42:33.865387+00:00,1.8,18,Láng,Láng Thượng,Đống Đa,2021-11-17 00:00:00,0,0,0,0,0,0,0,0
1099,2024-05-12T08:42:39.673075+00:00,3.4,20,Thanh Bình,Mộ Lao,Hà Đông,2021-11-18 00:00:00,0,0,0,0,7,0,0,0
1100,2024-05-12T08:42:44.396418+00:00,5.0,40,Liên Xá,Tân Triều,Thanh Trì,2021-11-18 00:00:00,0,0,1,1,8,0,0,0
1101,2024-05-12T08:42:49.701629+00:00,3.2,25,Khương Đình,Khương Đình,Thanh Xuân,2021-11-18 00:00:00,1,0,1,2,5,0,0,0
1102,2024-05-12T08:42:53.409432+00:00,4.2,30,Liên Xá,Tân Triều,Thanh Trì,2021-11-18 00:00:00,0,0,1,1,9,0,0,0
1103,2024-05-12T08:42:58.416554+00:00,2.6,20,Triều Khúc,Thanh Xuân Nam,Thanh Xuân,2021-11-18 00:00:00,1,0,1,1,6,0,0,0
1104,2024-05-12T08:43:03.940641+00:00,3.4,20,Bà Triệu,Nguyễn Trãi,Hà Đông,2021-11-18 00:00:00,0,0,1,1,6,0,0,0
1105,2024-05-12T08:43:08.470287+00:00,3.2,25,Khương Đình,Khương Đình,Thanh Xuân,2021-11-18 00:00:00,1,0,1,1,5,0,0,0
1106,2024-05-12T08:43:14.371178+00:00,2.2,18,Chiến Thắng,Văn Quán,Hà Đông,2021-11-18 00:00:00,1,0,1,2,5,0,0,0
1107,2024-05-12T08:43:19.043366+00:00,4.0,25,Triều Khúc,Thanh Xuân Nam,Thanh Xuân,2021-11-18 00:00:00,0,0,1,1,6,0,0,0
1108,2024-05-12T08:43:23.647001+00:00,3.4,20,Triều Khúc,Thanh Xuân Nam,Thanh Xuân,2021-11-18 00:00:00,0,0,1,1,6,0,0,0
1109,2024-05-12T08:43:29.092465+00:00,2.5,20,Khương Đình,Khương Đình,Thanh Xuân,2021-11-18 00:00:00,1,0,1,1,5,0,0,0
1110,2024-05-12T08:43:34.531444+00:00,3.8,36,Dương Quảng Hàm,Quan Hoa,Cầu Giấy,2021-09-24 00:00:00,0,0,1,1,0,0,0,0
1111,2024-05-12T08:43:40.562111+00:00,3.2,20,Mỗ Lao,Văn Mỗ,Hà Đông,2021-11-18 00:00:00,0,0,1,1,6,0,0,0
1112,2024-05-12T08:43:46.33638+00:00,2.2,15,Chiến Thắng,Văn Quán,Hà Đông,2021-11-18 00:00:00,0,0,1,2,5,0,0,0
1113,2024-05-12T08:43:51.609627+00:00,2.7,20,Triều Khúc,Thanh Xuân Nam,Thanh Xuân,2021-11-18 00:00:00,1,1,1,1,6,0,0,0
1114,2024-05-12T08:43:57.425694+00:00,3.5,30,Tố Hữu,Trung Văn,Nam Từ Liêm,2021-09-17 00:00:00,0,0,1,1,6,0,0,0
1115,2024-05-12T08:44:03.612+00:00,3.5,30,Vạn Phúc,Vạn Phúc,Hà Đông,2021-09-17 00:00:00,0,0,1,0,5,0,0,0
1116,2024-05-12T08:44:08.256298+00:00,3.2,25,Kim Mã,Kim Mã,Ba Đình,2021-10-10 00:00:00,0,0,0,1,0,0,0,0
1117,2024-05-12T08:44:13.558334+00:00,3.2,25,Cầu Diễn,Minh Khai,Bắc Từ Liêm,2021-11-07 00:00:00,0,0,0,0,6,0,0,0
1118,2024-05-12T08:44:19.796637+00:00,3.4,30,Trung Văn,Trung Văn,Nam Từ Liêm,2021-09-17 00:00:00,0,0,0,0,7,0,0,0
1119,2024-05-12T08:44:25.218495+00:00,2.5,18,Quan Nhân,Nhân Chính,Thanh Xuân,2021-10-23 00:00:00,0,0,1,1,4,4,0,0
1120,2024-05-12T08:44:30.563551+00:00,3.0,25,Phú Diễn,Phú Diễn,Bắc Từ Liêm,2021-11-07 00:00:00,0,0,0,0,6,0,0,0
1121,2024-05-12T08:44:34.609876+00:00,2.8,20,Triều Khúc,Thanh Xuân Nam,Thanh Xuân,2021-11-10 00:00:00,0,0,1,0,7,0,0,200
1122,2024-05-12T08:44:39.266101+00:00,3.0,26,Phùng Khoang,Trung Văn,Nam Từ Liêm,2021-12-17 00:00:00,0,0,0,1,0,0,0,0
1123,2024-05-12T08:44:42.311516+00:00,3.0,25,Phùng Khoang,Trung Văn,Nam Từ Liêm,2021-12-17 00:00:00,0,0,0,1,0,0,0,0
1124,2024-05-12T08:44:47.874048+00:00,3.0,20,Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,2021-11-20 00:00:00,0,0,0,0,0,0,0,0
1125,2024-05-12T08:44:53.217743+00:00,2.8,24,Thanh Bình,Mộ Lao,Hà Đông,2021-12-17 00:00:00,0,0,1,1,0,0,0,0
1126,2024-05-12T08:44:58.367042+00:00,3.5,28,Phạm Tuấn Tài,Dịch Vọng Hậu,Cầu Giấy,2022-01-13 00:00:00,0,0,1,1,0,0,0,0
1127,2024-05-12T08:45:02.587913+00:00,3.7,30,Trần Phú,Mộ Lao,Hà Đông,2021-12-17 00:00:00,0,0,1,1,0,0,0,0
1128,2024-05-12T08:45:07.187122+00:00,2.8,24,Thanh Bình,Mộ Lao,Hà Đông,2021-12-17 00:00:00,0,0,1,0,0,0,0,0
1129,2024-05-12T08:45:11.507006+00:00,2.9,26,Nguyễn Văn Trỗi,Mộ Lao,Hà Đông,2021-12-17 00:00:00,0,0,0,1,0,0,0,0
1130,2024-05-12T08:45:17.06595+00:00,3.0,29,Hoàng Quốc Việt,Nghĩa Đô,Cầu Giấy,2022-01-13 00:00:00,0,0,1,1,0,0,0,0
1131,2024-05-12T08:45:22.491857+00:00,3.2,25,Phạm Tuấn Tài,Dịch Vọng Hậu,Cầu Giấy,2022-01-13 00:00:00,0,0,0,1,0,0,0,0
1132,2024-05-12T08:45:28.408578+00:00,3.3,20,Kim Mã,Kim Mã,Ba Đình,2021-11-20 00:00:00,0,0,1,1,0,0,0,0
1133,2024-05-12T08:45:34.204622+00:00,1.5,20,K3,Phú Diễn,Bắc Từ Liêm,2022-01-14 00:00:00,0,0,0,0,0,0,0,0
1134,2024-05-12T08:45:40.021535+00:00,3.0,28,Trần Phú,Mộ Lao,Hà Đông,2022-01-17 00:00:00,0,0,0,0,0,0,0,0
1135,2024-05-12T08:45:46.091552+00:00,2.8,28,Phạm Thận Duật,Mai Dịch,Cầu Giấy,2022-01-13 00:00:00,0,0,0,2,0,0,0,0
1136,2024-05-12T08:45:52.077131+00:00,2.5,20,Tam Trinh,Hoàng Văn Thụ,Hoàng Mai,2021-11-22 00:00:00,0,0,0,1,0,0,0,0
1137,2024-05-12T08:45:57.207462+00:00,2.8,25,Kim Giang,Đại Kim,Hoàng Mai,2022-01-17 00:00:00,1,0,1,0,4,0,0,0
1138,2024-05-12T08:46:03.154039+00:00,1.8,20,Minh Khai,Minh Khai,Hai Bà Trưng,2021-11-23 00:00:00,0,0,1,0,0,1,0,0
1139,2024-05-12T08:46:07.807531+00:00,1.45,16,Lĩnh Nam,Lĩnh Nam,Hoàng Mai,2021-11-23 00:00:00,0,0,1,1,4,3,0,0
1140,2024-05-12T08:46:12.257235+00:00,3.8,30,Cầu Giấy,Quan Hoa,Cầu Giấy,2021-11-24 00:00:00,1,0,0,0,0,0,0,0
1141,2024-05-12T08:46:15.910495+00:00,2.8,22,Thanh Bình,Mộ Lao,Hà Đông,2021-11-26 00:00:00,0,0,0,0,0,0,0,0
1142,2024-05-12T08:46:21.798601+00:00,3.0,40,Kim Ngưu,Thanh Lương,Hai Bà Trưng,2021-11-23 00:00:00,2,0,1,1,5,3,0,0
1143,2024-05-12T08:46:27.061682+00:00,1.6,25,Vĩnh Hưng,Vĩnh Hưng,Hoàng Mai,2021-11-23 00:00:00,0,0,0,0,0,0,0,0
1144,2024-05-12T08:46:35.02427+00:00,4.0,40,Đình Thôn,Mỹ Đình 2,Nam Từ Liêm,2021-11-23 00:00:00,1,1,1,2,0,0,0,0
1145,2024-05-12T08:46:40.233228+00:00,3.3,25,Nguyễn Văn Trỗi,Mộ Lao,Hà Đông,2021-11-26 00:00:00,0,0,0,0,0,0,0,0
1146,2024-05-12T08:46:46.00716+00:00,3.5,15,Vệ Hồ,Nhật Tân,Tây Hồ,2021-12-01 00:00:00,0,0,1,1,0,0,0,0
1148,2024-05-12T08:46:56.375483+00:00,2.8,20,Thanh Bình,Mộ Lao,Hà Đông,2021-12-01 00:00:00,0,0,0,1,0,0,0,0
1149,2024-05-12T08:47:01.827686+00:00,2.5,20,Thụy Khuê,Thụy Khuê,Tây Hồ,2021-12-05 00:00:00,0,0,1,0,0,0,0,0
1150,2024-05-12T08:47:06.662486+00:00,2.5,25,Chính Kinh,Thanh Xuân Trung,Thanh Xuân,2021-12-11 00:00:00,0,0,1,1,0,0,0,0
1151,2024-05-12T08:47:11.84515+00:00,3.5,33,Tôn Đức Thắng,Hàng Bột,Đống Đa,2021-12-11 00:00:00,0,0,1,0,7,0,0,0
1152,2024-05-12T08:47:17.530356+00:00,3.3,20,Trần Phú,Văn Quán,Hà Đông,2021-12-07 00:00:00,0,0,1,0,7,0,0,50
1153,2024-05-12T08:47:22.667523+00:00,3.0,20,Đê La Thành,Thành Công,Ba Đình,2021-12-08 00:00:00,0,0,0,1,0,0,0,0
1154,2024-05-12T08:47:28.421623+00:00,3.0,20,Triều Khúc,Tân Triều,Thanh Trì,2021-12-07 00:00:00,0,0,0,0,6,0,0,0
1155,2024-05-12T08:47:32.418645+00:00,2.8,20,Thanh Bình,Mộ Lao,Hà Đông,2021-12-01 00:00:00,0,0,0,1,0,0,0,0
1156,2024-05-12T08:47:37.077529+00:00,3.8,40,Tây Sơn,Ngã Tư Sở,Đống Đa,2021-12-03 00:00:00,0,0,1,1,0,0,0,0
1157,2024-05-12T08:47:41.926775+00:00,3.4,25,Liên Xá,Tân Triều,Thanh Trì,2021-12-07 00:00:00,6,0,6,6,9,2,0,0
1158,2024-05-12T08:47:47.913603+00:00,4.0,28,Vân Hồ I,Lê Đại Hành,Hai Bà Trưng,2021-12-13 00:00:00,0,0,0,1,0,0,0,0
1159,2024-05-12T08:47:54.007836+00:00,3.0,25,rỗng,Hoàng Văn Thụ,Hoàng Mai,2021-12-13 00:00:00,0,0,1,1,0,0,0,0
1160,2024-05-12T08:47:58.807574+00:00,2.2,20,Quang Trung,La Khê,Hà Đông,2021-12-26 00:00:00,0,0,1,0,0,0,0,0
1161,2024-05-12T08:48:03.484469+00:00,2.4,20,Vĩnh Tuy,Vĩnh Tuy,Hai Bà Trưng,2021-12-26 00:00:00,0,0,0,1,0,0,0,0
1162,2024-05-12T08:48:07.780158+00:00,4.5,25,Quan Nhân,Nhân Chính,Thanh Xuân,2021-12-27 00:00:00,0,0,0,0,0,0,0,0
1163,2024-05-12T08:48:13.464157+00:00,1.2,13,Hoàng Văn Thái,Khương Trung,Thanh Xuân,2021-12-27 00:00:00,0,0,0,0,2,1,0,0
1164,2024-05-12T08:48:19.084878+00:00,4.0,30,Nguyễn Cao,Đống Mác,Hai Bà Trưng,2021-12-27 00:00:00,0,0,1,1,0,2,0,0
1165,2024-05-12T08:48:24.161679+00:00,3.5,50,Lê Trọng Tấn,Định Công,Hoàng Mai,2021-12-30 00:00:00,0,0,0,1,0,0,0,0
1166,2024-05-12T08:48:29.485734+00:00,4.5,40,Khương Đình,Hạ Đình,Thanh Xuân,2021-12-20 00:00:00,0,0,1,1,0,0,0,0
1167,2024-05-12T08:48:34.639006+00:00,3.0,26,Khương Đình,Hạ Đình,Thanh Xuân,2021-12-20 00:00:00,0,0,1,1,0,0,0,0
1168,2024-05-12T08:48:40.755341+00:00,3.5,26,Nguyễn Văn Trỗi,Mộ Lao,Hà Đông,2021-12-20 00:00:00,0,0,1,1,0,0,0,0
1169,2024-05-12T08:48:46.058666+00:00,2.9,28,Nguyễn Văn Trỗi,Mộ Lao,Hà Đông,2021-12-20 00:00:00,0,0,1,1,0,0,0,0
1170,2024-05-12T08:48:51.184577+00:00,3.7,30,Trần Phú,Mộ Lao,Hà Đông,2021-12-20 00:00:00,0,0,1,1,0,0,0,0
1171,2024-05-12T08:48:57.550858+00:00,3.0,22,Bùi Xương Trạch,Khương Đình,Thanh Xuân,2021-12-20 00:00:00,0,0,1,1,1,0,0,0
1172,2024-05-12T08:49:03.43518+00:00,2.8,32,Tân Triều,Tân Triều,Thanh Trì,2021-12-20 00:00:00,2,0,1,0,0,0,0,0
1173,2024-05-12T08:49:08.620951+00:00,3.4,25,Nguyễn Trãi,Nguyễn Trãi,Hà Đông,2021-12-22 00:00:00,0,0,0,0,0,0,0,0
1174,2024-05-12T08:49:14.287493+00:00,4.5,30,Đình Thôn,Mỹ Đình 2,Nam Từ Liêm,2021-12-24 00:00:00,0,0,0,0,0,0,0,0
1175,2024-05-12T08:49:19.233764+00:00,3.2,48,Hồng Mai,Quỳnh Lôi,Hai Bà Trưng,2021-12-24 00:00:00,0,0,0,1,4,0,0,0
1176,2024-05-12T08:49:24.548406+00:00,3.3,22,Đình Thôn,Mỹ Đình 2,Nam Từ Liêm,2021-12-24 00:00:00,0,0,0,0,0,0,0,0
1177,2024-05-12T08:49:30.31232+00:00,1.8,16,Trần Cung,Cổ Nhuế,Bắc Từ Liêm,2021-12-24 00:00:00,0,0,0,1,0,0,0,0
1178,2024-05-12T08:49:35.067367+00:00,2.5,18,Âu Cơ,Quảng An,Tây Hồ,2022-01-06 00:00:00,0,0,0,1,0,0,0,0
1179,2024-05-12T08:49:40.418578+00:00,3.5,28,Đường Cầu Đuống,Mỹ Đình 2,Nam Từ Liêm,2021-12-24 00:00:00,0,0,0,0,0,0,0,0
1180,2024-05-12T08:49:45.239983+00:00,4.5,28,Trường Chinh,Khương Mai,Thanh Xuân,2021-12-24 00:00:00,0,0,1,0,0,0,0,3
1181,2024-05-12T08:49:48.892509+00:00,3.5,25,Lạc Long Quân,Bưởi,Tây Hồ,2022-01-06 00:00:00,0,0,1,1,0,0,0,0
1182,2024-05-12T08:49:54.253971+00:00,3.0,20,Yên Phụ,Yên Phụ,Tây Hồ,2022-01-06 00:00:00,0,0,0,1,0,0,0,0
1183,2024-05-12T08:50:00.026064+00:00,5.0,40,Lạc Long Quân,Nhật Tân,Tây Hồ,2022-01-06 00:00:00,1,0,1,0,0,0,0,0
1184,2024-05-12T08:50:05.663453+00:00,2.3,25,Lạc Long Quân,Bưởi,Nhật Tân,2022-01-06 00:00:00,0,0,1,0,0,0,0,0
1186,2024-05-12T08:50:16.587103+00:00,2.3,20,Âu Cơ,Tứ Liên,Tây Hồ,2022-01-06 00:00:00,0,0,1,0,0,0,0,0
1187,2024-05-12T08:50:22.842358+00:00,1.5,18,Trương Định,Trương Định,Hai Bà Trưng,2022-01-07 00:00:00,0,0,0,0,0,4,0,0
1188,2024-05-12T08:50:28.318601+00:00,2.4,30,Trương Định,Trương Định,Hai Bà Trưng,2022-01-07 00:00:00,1,0,0,0,0,2,0,0
1189,2024-05-12T08:50:33.065866+00:00,1.25,18,rỗng,Đại Kim,Hoàng Mai,2022-01-07 00:00:00,0,0,1,1,0,0,0,0
