id,created_at,price,area,street,ward,district,post_date,num_bedroom,num_diningroom,num_kitchen,num_toilet,num_floor,current_floor,direction,street_width,price_zscore,area_zscore
135,2024-05-12T07:17:42.913522+00:00,4.2,25,Phan Trọng Tuệ,Xã Tả Thanh Oai,Thanh Trì,2024-02-03 00:00:00,0,0,0,3,8,0,0,0,0.11138710989443913,-0.10920795484313404
136,2024-05-12T07:17:48.009705+00:00,3.0,20,Hồng Liên,Tứ Liên,Tây Hồ,2024-02-27 00:00:00,0,0,1,1,0,0,0,0,-0.006935806294793509,-0.37327590435973684
137,2024-05-12T07:17:52.820086+00:00,4.2,25,An Dương Vương,Phú Thượng,Tây Hồ,2024-03-29 00:00:00,0,0,1,0,0,0,0,0,0.11138710989443913,-0.10920795484313404
138,2024-05-12T07:17:58.45437+00:00,4.5,25,Dã Tượng,Trần Hưng Đạo,Hoàn Kiếm,2024-03-25 00:00:00,3,0,0,3,0,0,0,0,0.14096783894174728,-0.10920795484313404
139,2024-05-12T07:18:03.803019+00:00,3.4,30,Quang Tiến,Đại Mỗ,Nam Từ Liêm,2024-03-23 00:00:00,0,0,0,1,0,0,0,0,0.03250516576828402,0.15485999467346875
140,2024-05-12T07:18:09.560757+00:00,5.3,35,Tân Mỹ,Mỹ Đình 2,Nam Từ Liêm,2024-03-29 00:00:00,0,1,1,0,0,0,0,0,0.21984978306790234,0.41892794419007157
141,2024-05-12T07:18:14.640628+00:00,5.5,30,Trần Thái Tông,Dịch Vọng Hậu,Cầu Giấy,2024-03-29 00:00:00,0,1,1,0,0,0,0,0,0.23957026909944112,0.15485999467346875
142,2024-05-12T07:18:20.561838+00:00,4.5,25,Trần Cung,Nghĩa Tân,Cầu Giấy,2024-03-20 00:00:00,0,0,0,1,0,0,0,0,0.14096783894174728,-0.10920795484313404
143,2024-05-12T07:18:25.385019+00:00,4.6,25,Mai Dịch,Mai Dịch,Cầu Giấy,2024-03-29 00:00:00,0,0,0,0,0,0,0,0,0.15082808195751662,-0.10920795484313404
144,2024-05-12T07:18:30.976446+00:00,3.8,30,Liên Xá,Tân Triều,Thanh Trì,2024-03-22 00:00:00,0,0,0,0,0,0,0,0,0.07194613783136156,0.15485999467346875
146,2024-05-12T07:18:42.399264+00:00,5.2,30,Tân Mỹ,Mỹ Đình 2,Nam Từ Liêm,2024-03-29 00:00:00,0,0,1,0,0,0,0,0,0.209989540052133,0.15485999467346875
147,2024-05-12T07:18:47.442176+00:00,5.0,30,"KĐT Mễ Trì Thượng, Mễ Trì",Mễ Trì,Nam Từ Liêm,2024-03-29 00:00:00,0,0,1,0,0,0,0,0,0.1902690540205942,0.15485999467346875
